unique_id,record_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page,date_entered,entered_by,verified,crosswalk_note,,
CDC-002159,2160,2027,HHS,AHA,Chronic Disease and Health Prevention,"Nutrition, Physical Activity and Obesity",,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,19,2026-04-03,YG,No,,,
CDC-002160,2161,2027,HHS,AHA,Chronic Disease and Health Prevention,School Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,19,2026-04-03,YG,No,,,
CDC-002161,2162,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,,,Congressional Justification,Request,sub_program_level,35,Discretionary,Proposed Transfer to AHA,No,Funded amount reflects Alzheimer's Program ($35.000M non-add). All other sub-items $0.,S024,19,2026-04-03,YG,No,,,
CDC-002162,2163,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Vision and Eye Health (including Glaucoma),,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002163,2164,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Alzheimer's Program,,Congressional Justification,Request,sub_program_2_level,35,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002164,2165,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Inflammatory Bowel Disease,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002165,2166,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Interstitial Cystitis,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002166,2167,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Excessive Alcohol Use,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002167,2168,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion,Chronic Kidney Disease,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002168,2169,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,PPHF eliminated in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002169,2170,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion PPHF,Million Hearts PPHF,,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Non-add,PPHF eliminated in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002170,2171,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion PPHF,National Early Child Care Collaboratives PPHF,,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Non-add,PPHF eliminated in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002171,2172,2027,HHS,AHA,Chronic Disease and Health Prevention,All other Chronic Disease/Health Promotion PPHF,Hospitals Promoting Breastfeeding PPHF,,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Non-add,PPHF eliminated in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002172,2173,2027,HHS,AHA,Chronic Disease and Health Prevention,Prevention Research Centers,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002173,2174,2027,HHS,AHA,Chronic Disease and Health Prevention,Heart Disease and Stroke,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002174,2175,2027,HHS,AHA,Chronic Disease and Health Prevention,Heart Disease and Stroke PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,PPHF eliminated in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002175,2176,2027,HHS,AHA,Chronic Disease and Health Prevention,Diabetes,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002176,2177,2027,HHS,AHA,Chronic Disease and Health Prevention,Diabetes PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,PPHF eliminated in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002177,2178,2027,HHS,AHA,Chronic Disease and Health Prevention,National Diabetes Prevention Program,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002178,2179,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,,,Congressional Justification,Request,sub_program_level,413.049,Discretionary,Proposed Transfer to AHA,No,,S024,20,2026-04-03,YG,No,,,
CDC-002179,2180,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Breast and Cervical Cancer,,Congressional Justification,Request,sub_program_2_level,236.5,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002180,2181,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Breast Cancer Awareness for Young Women,,Congressional Justification,Request,sub_program_2_level,6.96,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002181,2182,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Cancer Registries,,Congressional Justification,Request,sub_program_2_level,53.44,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002182,2183,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Colorectal Cancer,,Congressional Justification,Request,sub_program_2_level,44.294,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002183,2184,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Comprehensive Cancer,,Congressional Justification,Request,sub_program_2_level,22.425,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002184,2185,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Johanna's Law,,Congressional Justification,Request,sub_program_2_level,12,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002185,2186,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Ovarian Cancer,,Congressional Justification,Request,sub_program_2_level,15.5,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002186,2187,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Prostate Cancer,,Congressional Justification,Request,sub_program_2_level,16.205,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002187,2188,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Skin Cancer,,Congressional Justification,Request,sub_program_2_level,5,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002188,2189,2027,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,Cancer Survivorship Research Center,,Congressional Justification,Request,sub_program_2_level,0.725,Discretionary,Proposed Transfer to AHA,Non-add,,S024,20,2026-04-03,YG,No,,,
CDC-002189,2190,2027,HHS,AHA,Chronic Disease and Health Prevention,Oral Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002190,2191,2027,HHS,AHA,Chronic Disease and Health Prevention,Safe Motherhood/Infant Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002191,2192,2027,HHS,AHA,Chronic Disease and Health Prevention,Arthritis,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002192,2193,2027,HHS,AHA,Chronic Disease and Health Prevention,Epilepsy,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002193,2194,2027,HHS,AHA,Chronic Disease and Health Prevention,National Lupus Patient Registry,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002194,2195,2027,HHS,AHA,Chronic Disease and Health Prevention,Racial and Ethnic Approaches to Community Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002195,2196,2027,HHS,AHA,Chronic Disease and Health Prevention,Social Determinants of Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,20,2026-04-03,YG,No,,,
CDC-002196,2197,2027,HHS,AHA,HIV/AIDS,,,,Congressional Justification,Request,program_level,220,Discretionary,Proposed Transfer to AHA,No,"CDC-origin HIV programs only. Domestic HIV Prevention and Research $220.000M. Ryan White programs (Parts A-F, SPNS) are AHA-origin and not included.",S024,21,2026-04-03,YG,No,FY2026 CDC program proposed for transfer to AHA. Only Domestic HIV Prevention and Research ($220.000M) included here; Ryan White programs are AHA-origin programs not previously in CDC and are not entered in this dataset.,,
CDC-002197,2198,2027,HHS,AHA,HIV/AIDS,,,,Congressional Justification,Request,program_level,220,Total,Proposed Transfer to AHA,No,,S024,21,2026-04-03,YG,No,FY2026 CDC program proposed for transfer to AHA. Only Domestic HIV Prevention and Research ($220.000M) included here; Ryan White programs are AHA-origin programs not previously in CDC and are not entered in this dataset.,,
CDC-002198,2199,2027,HHS,AHA,HIV/AIDS,Domestic HIV Prevention and Research,,,Congressional Justification,Request,sub_program_level,220,Discretionary,Proposed Transfer to AHA,No,,S024,21,2026-04-03,YG,No,,,
CDC-002199,2200,2027,HHS,AHA,HIV/AIDS,Domestic HIV Prevention and Research,Ending HIV Epidemic Initiative,,Congressional Justification,Request,sub_program_2_level,220,Discretionary,Proposed Transfer to AHA,Non-add,,S024,21,2026-04-03,YG,No,,,
CDC-002200,2201,2027,HHS,AHA,Injury Prevention and Control,,,,Congressional Justification,Request,program_level,588.329,Discretionary,Proposed Transfer to AHA,No,Subtotal from AHA All-Purpose Table p.20. FY2027 PB = $588.329M vs FY2026 enacted $761.379M.,S024,20,2026-04-03,YG,No,"FY2026 CDC program proposed for transfer to AHA. FY2027 PB reduces total from $761.379M (FY2026 enacted) to $588.329M, primarily through elimination of Firearm Injury, Other Injury Prevention Activities, and Injury Control Research Centers.",,
CDC-002201,2202,2027,HHS,AHA,Injury Prevention and Control,,,,Congressional Justification,Request,program_level,588.329,Total,Proposed Transfer to AHA,No,,S024,20,2026-04-03,YG,No,"FY2026 CDC program proposed for transfer to AHA. FY2027 PB reduces total from $761.379M (FY2026 enacted) to $588.329M, primarily through elimination of Firearm Injury, Other Injury Prevention Activities, and Injury Control Research Centers.",,
CDC-002202,2203,2027,HHS,AHA,Injury Prevention and Control,"Domestic Violence and Sexual Violence, Domestic Violence Community Projects, and Rape Prevention Education Grant",,,Congressional Justification,Request,sub_program_level,38,Discretionary,Proposed Transfer to AHA,No,New consolidated line in FY2027 PB. Previously these were sub-items under Intentional Injury.,S024,20,2026-04-03,YG,No,,,
CDC-002203,2204,2027,HHS,AHA,Injury Prevention and Control,Intentional Injury,,,Congressional Justification,Request,sub_program_level,12,Discretionary,Proposed Transfer to AHA,No,,S024,20,2026-04-03,YG,No,,,
CDC-002204,2205,2027,HHS,AHA,Injury Prevention and Control,Intentional Injury,Domestic Violence and Sexual Violence,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination; activities consolidated into new DV/RPE Grant line.,S024,20,2026-04-03,YG,No,,,
CDC-002205,2206,2027,HHS,AHA,Injury Prevention and Control,Intentional Injury,Youth Violence Prevention,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,21,2026-04-03,YG,No,,,
CDC-002206,2207,2027,HHS,AHA,Injury Prevention and Control,Intentional Injury,Domestic Violence Community Projects,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination; activities consolidated into new DV/RPE Grant line.,S024,21,2026-04-03,YG,No,,,
CDC-002207,2208,2027,HHS,AHA,Injury Prevention and Control,Intentional Injury,Rape Prevention Education,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination; activities consolidated into new DV/RPE Grant line.,S024,21,2026-04-03,YG,No,,,
CDC-002208,2209,2027,HHS,AHA,Injury Prevention and Control,Intentional Injury,Suicide Prevention,,Congressional Justification,Request,sub_program_2_level,12,Discretionary,Proposed Transfer to AHA,Non-add,,S024,21,2026-04-03,YG,No,,,
CDC-002209,2210,2027,HHS,AHA,Injury Prevention and Control,Intentional Injury,Adverse Childhood Experiences,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,21,2026-04-03,YG,No,,,
CDC-002210,2211,2027,HHS,AHA,Injury Prevention and Control,Firearm Injury and Mortality Prevention Research,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,21,2026-04-03,YG,No,,,
CDC-002211,2212,2027,HHS,AHA,Injury Prevention and Control,National Violent Death Reporting System,,,Congressional Justification,Request,sub_program_level,24.5,Discretionary,Proposed Transfer to AHA,No,,S024,21,2026-04-03,YG,No,,,
CDC-002212,2213,2027,HHS,AHA,Injury Prevention and Control,Unintentional Injury,,,Congressional Justification,Request,sub_program_level,8.25,Discretionary,Proposed Transfer to AHA,No,,S024,21,2026-04-03,YG,No,,,
CDC-002213,2214,2027,HHS,AHA,Injury Prevention and Control,Unintentional Injury,Traumatic Brain Injury,,Congressional Justification,Request,sub_program_2_level,8.25,Discretionary,Proposed Transfer to AHA,Non-add,,S024,21,2026-04-03,YG,No,,,
CDC-002214,2215,2027,HHS,AHA,Injury Prevention and Control,Unintentional Injury,Elderly Falls,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,21,2026-04-03,YG,No,,,
CDC-002215,2216,2027,HHS,AHA,Injury Prevention and Control,Unintentional Injury,Drowning,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,21,2026-04-03,YG,No,,,
CDC-002216,2217,2027,HHS,AHA,Injury Prevention and Control,Other Injury Prevention Activities,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,21,2026-04-03,YG,No,,,
CDC-002217,2218,2027,HHS,AHA,Injury Prevention and Control,Opioid Overdose Prevention and Surveillance,,,Congressional Justification,Request,sub_program_level,505.579,Discretionary,Proposed Transfer to AHA,No,,S024,21,2026-04-03,YG,No,,,
CDC-002218,2219,2027,HHS,AHA,Injury Prevention and Control,Injury Control Research Centers,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Proposed elimination in FY2027 PB.,S024,21,2026-04-03,YG,No,,,
CDC-002219,2220,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",,,,Congressional Justification,Request,program_level,153.81,Discretionary,Proposed Transfer to AHA,No,Subtotal from AHA All-Purpose Table p.22. FY2027 PB = $153.810M vs FY2026 enacted $182.060M.,S024,22,2026-04-03,YG,No,FY2026 CDC program proposed for transfer to AHA. FY2027 PB reduces total from $182.060M (FY2026 enacted) to $153.810M. Hemophilia Treatment Centers eliminated; other reductions across sub-programs.,,
CDC-002220,2221,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",,,,Congressional Justification,Request,program_level,153.81,Total,Proposed Transfer to AHA,No,,S024,22,2026-04-03,YG,No,FY2026 CDC program proposed for transfer to AHA. FY2027 PB reduces total from $182.060M (FY2026 enacted) to $153.810M. Hemophilia Treatment Centers eliminated; other reductions across sub-programs.,,
CDC-002221,2222,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,,,Congressional Justification,Request,sub_program_level,68.05,Discretionary,Proposed Transfer to AHA,No,,S024,22,2026-04-03,YG,No,,,
CDC-002222,2223,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Birth Defects,,Congressional Justification,Request,sub_program_2_level,19,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002223,2224,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Fetal Death,,Congressional Justification,Request,sub_program_2_level,0.9,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002224,2225,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Fetal Alcohol Syndrome,,Congressional Justification,Request,sub_program_2_level,11,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002225,2226,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Folic Acid,,Congressional Justification,Request,sub_program_2_level,3.15,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002226,2227,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Infant Health,,Congressional Justification,Request,sub_program_2_level,8.65,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002227,2228,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Autism,,Congressional Justification,Request,sub_program_2_level,23.1,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002228,2229,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Neonatal Abstinence Syndrome,,Congressional Justification,Request,sub_program_2_level,2.25,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002229,2230,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,,,Congressional Justification,Request,sub_program_level,68.66,Discretionary,Proposed Transfer to AHA,No,,S024,22,2026-04-03,YG,No,,,
CDC-002230,2231,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Disability Health,,Congressional Justification,Request,sub_program_2_level,36,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002231,2232,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Tourette Syndrome,,Congressional Justification,Request,sub_program_2_level,2,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002232,2233,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Early Hearing Detection and Intervention,,Congressional Justification,Request,sub_program_2_level,6.76,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002233,2234,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Muscular Dystrophy,,Congressional Justification,Request,sub_program_2_level,6,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002234,2235,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Attention Deficit Hyperactivity,,Congressional Justification,Request,sub_program_2_level,1.9,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002235,2236,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Fragile X,,Congressional Justification,Request,sub_program_2_level,2,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002236,2237,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Spina Bifida,,Congressional Justification,Request,sub_program_2_level,7,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002237,2238,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Congenital Heart Failure,,Congressional Justification,Request,sub_program_2_level,7,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002238,2239,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Blood Disorders,,,Congressional Justification,Request,sub_program_level,17.1,Discretionary,Proposed Transfer to AHA,No,,S024,22,2026-04-03,YG,No,,,
CDC-002239,2240,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Blood Disorders,Hemophilia,,Congressional Justification,Request,sub_program_2_level,8.6,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002240,2241,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Blood Disorders,Hemophilia Treatment Centers,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,Proposed elimination in FY2027 PB.,S024,22,2026-04-03,YG,No,,,
CDC-002241,2242,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Blood Disorders,Public Health Approaches to Blood Disorders,,Congressional Justification,Request,sub_program_2_level,6.4,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002242,2243,2027,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",Blood Disorders,Thalassemia,,Congressional Justification,Request,sub_program_2_level,2.1,Discretionary,Proposed Transfer to AHA,Non-add,,S024,22,2026-04-03,YG,No,,,
CDC-002243,2244,2027,HHS,AHA,AHA,,,,Congressional Justification,Request,aggregate,1410.188,Total,Proposed Transfer to AHA,No,"AHA aggregate for CDC-origin programs only (FY2027 PB). Includes: Chronic Disease and Health Prevention ($448.049M), HIV/AIDS CDC programs ($220.000M), Injury Prevention and Control ($588.329M), Birth Defects, DD, Disability and Health ($153.810M). Total = $1410.188M. Does not include AHA-origin programs (Ryan White, MCH, etc.).",S024,19,2026-04-03,YG,No,,,
CDC-002244,2245,2027,HHS,OS,National Center for Health Statistics,,,,Congressional Justification,Request,program_level,175.297,PHS Evaluation,Proposed Transfer to OS,No,"PHS Evaluation Transfer. Discretionary BA = $0 in FY2027 (shown as ""--"" in source). Level with FY2026 PHS Evaluation ($175.297M). Source: Office of Strategy APT, p.59.",S025,59,2026-04-03,YG,No,"FY2027 GDM CJ (S025, p.59) labels this line ""Health Statistics"". Program name retained as ""National Center for Health Statistics"" for consistency with FY2026 CJ/BIB (S011/S010) and FY2026 OP (S026).",,
CDC-002245,2246,2027,HHS,OS,National Center for Health Statistics,,,,Congressional Justification,Request,program_level,175.297,Total,Proposed Transfer to OS,No,,S025,59,2026-04-03,YG,No,"FY2027 GDM CJ (S025, p.59) labels this line ""Health Statistics"". Program name retained as ""National Center for Health Statistics"" for consistency with FY2026 CJ/BIB (S011/S010) and FY2026 OP (S026).",,
CDC-002246,2247,2027,HHS,OS,OS,,,,Congressional Justification,Request,aggregate,175.297,Total,Proposed Transfer to OS,No,OS aggregate for FY2027 PB. Health Statistics PHS Evaluation $175.297M only. Discretionary BA for Health Statistics = $0 in FY2027 PB.,S025,59,2026-04-03,YG,No,,,
CDC-002247,2248,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,Operational Plan,Enacted,program_level,316.901,Discretionary,Active,No,,S026,1,2026-04-03,YG,No,,,
CDC-002248,2249,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,Operational Plan,Enacted,program_level,596.39,PPHF,Active,No,,S026,1,2026-04-03,YG,No,,,
CDC-002249,2250,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,Operational Plan,Enacted,program_level,913.291,Total,Active,No,,S026,1,2026-04-03,YG,No,,,
CDC-002250,2251,2026,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,,,Operational Plan,Enacted,sub_program_level,681.933,Total,Active,No,,S026,1,2026-04-03,YG,No,,,
CDC-002251,2252,2026,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,Immunization Program - BA,,Operational Plan,Enacted,sub_program_2_level,85.543,Discretionary,Active,Subcomponent,,S026,1,2026-04-03,YG,No,,,
CDC-002252,2253,2026,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,Immunization Program (PPHF),,Operational Plan,Enacted,sub_program_2_level,596.39,PPHF,Active,Subcomponent,,S026,1,2026-04-03,YG,No,,,
CDC-002253,2254,2026,HHS,CDC,Immunization and Respiratory Diseases,Acute Flaccid Myelitis,,,Operational Plan,Enacted,sub_program_level,0,Discretionary,Proposed Elimination,No,"Reduced to $0 in FY2026 OP from $6,000K in FY2025.",S026,1,2026-04-03,YG,No,,,
CDC-002254,2255,2026,HHS,CDC,Immunization and Respiratory Diseases,Influenza Planning and Response,,,Operational Plan,Enacted,sub_program_level,231.358,Discretionary,Active,No,,S026,1,2026-04-03,YG,No,,,
CDC-002255,2256,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",,,,Operational Plan,Enacted,program_level,1384.056,Discretionary,Active,No,,S026,1,2026-04-03,YG,No,,,
CDC-002256,2257,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",,,,Operational Plan,Enacted,program_level,1384.056,Total,Active,No,,S026,1,2026-04-03,YG,No,,,
CDC-002257,2258,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,,,Operational Plan,Enacted,sub_program_level,1013.712,Discretionary,Active,No,,S026,1,2026-04-03,YG,No,,,
CDC-002258,2259,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,Ending HIV/AIDS Initiative,,Operational Plan,Enacted,sub_program_2_level,220,Discretionary,Active,Non-add,,S026,1,2026-04-03,YG,No,,,
CDC-002259,2260,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,School Health - HIV,,Operational Plan,Enacted,sub_program_2_level,38.081,Discretionary,Active,Non-add,,S026,1,2026-04-03,YG,No,,,
